TRAIT,DATE,QUALITY,ENTRY_CODE,ENTRY_NAME,COMP,RATER,ROW,COL,PLOC_CODE,YEAR,MONTH,RATING_EVENT,RATING_EVENT_CODE,MONTH_CODE,YEAR_CODE,TEST_LOC
Turf Quality,9/22/20,8,22,BAR PP 79366,Barenbrug Research,APC,12,2,65,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,58,DLFPS-340/3444,DLF Pickseed USA,APC,7,9,172,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,69,A11-38,Peak Plant Genetics,APC,16,9,206,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,74,PPG-KB 1304,ProSeeds Marketing,APC,1,5,220,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,87,PST-K15-172,Pure Seed Testing Inc.,APC,1,4,259,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,73,A16-2,The Scotts Company,APC,17,8,218,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,61,DLFPS-340/3551,DLF Pickseed USA,APC,4,4,181,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,7,Selway,Seeds Inc.,APC,1,3,19,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,61,DLFPS-340/3551,DLF Pickseed USA,APC,16,1,182,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,7,Selway,Seeds Inc.,APC,26,6,21,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,60,DLFPS-340/3550,DLF Pickseed USA,APC,3,3,178,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,7,Selway,Seeds Inc.,APC,10,7,20,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,17,J-1319,Jacklin Seed by Simplot,APC,20,3,51,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,42,Aviator II (NAI-15-84),Columbia River Seed,APC,5,3,124,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,30,Twilight (NAI-13-132),SiteOne Landscape Supply,APC,5,6,88,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,73,A16-2,The Scotts Company,APC,22,8,219,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,10,4,11,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,45,Skye,Standard,APC,24,8,135,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,18,3,248,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,16,J-1138,Jacklin Seed by Simplot,APC,25,3,48,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,APC,9,8,247,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,29,Jersey (NAI-A16-3),Novel AG Inc.,APC,1,8,85,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,59,DLFPS-340/3455,DLF Pickseed USA,APC,20,6,177,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,72,Shamrock,Standard,APC,26,2,216,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,21,BAR PP 7309V,Barenbrug Research,APC,21,5,63,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,46,Bombay (GO-22B23),Grassland Oregon,APC,14,6,137,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,24,BAR PP 7K426,Barenbrug Research,APC,25,6,72,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,20,BAR PP 71213,Barenbrug Research,APC,2,4,58,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,58,DLFPS-340/3444,DLF Pickseed USA,APC,15,3,173,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,17,J-1319,Jacklin Seed by Simplot,APC,5,7,49,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,42,Aviator II (NAI-15-84),Columbia River Seed,APC,14,2,125,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,16,J-1138,Jacklin Seed by Simplot,APC,11,5,47,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,60,DLFPS-340/3550,DLF Pickseed USA,APC,15,1,179,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,15,After Midnight,Jacklin Seed by Simplot,APC,23,3,45,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,41,Heartland (NAI-14-187),Columbia River Seed,APC,19,6,123,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,71,A10-280,Mountain View Seeds,APC,26,4,213,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,67,A11-26,Mountain View Seeds,APC,8,6,199,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,64,A16-1,Mountain View Seeds,APC,16,4,191,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,85,PST-K15-167,Pure Seed Testing Inc.,APC,24,7,255,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,72,Shamrock,Standard,APC,17,9,215,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,87,PST-K15-172,Pure Seed Testing Inc.,APC,22,10,261,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,16,J-1138,Jacklin Seed by Simplot,APC,3,7,46,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,29,Jersey (NAI-A16-3),Novel AG Inc.,APC,12,9,86,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,1,A11-40,Landmark Turf & Native Seed,APC,9,1,1,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,84,PST-11-7,DLF Pickseed USA,APC,18,4,251,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,82,Electric (PST-K11-118),Pure Seed Testing Inc.,APC,18,2,245,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,58,DLFPS-340/3444,DLF Pickseed USA,APC,19,5,174,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,59,DLFPS-340/3455,DLF Pickseed USA,APC,15,2,176,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,64,A16-1,Mountain View Seeds,APC,7,6,190,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,28,RAD-1776,Barenbrug Research,APC,23,8,84,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,73,A16-2,The Scotts Company,APC,4,6,217,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,30,Twilight (NAI-13-132),SiteOne Landscape Supply,APC,12,10,89,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,46,Bombay (GO-22B23),Grassland Oregon,APC,8,7,136,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,33,United (NAI-13-14),Columbia River Seed,APC,4,7,97,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,25,BAR PP 7236V,Barenbrug Research,APC,5,8,73,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,77,Prosperity,Blue Mt. Seeds Inc.,APC,17,4,230,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,3,A99-2897,Turf Merchants Inc.,APC,20,5,9,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,21,8,240,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,23,Barvette HGT®,Standard,APC,24,6,69,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,53,DLFPS-340/3494,DLF Pickseed USA,APC,15,8,158,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,35,Orion (PST-K13-143),Pure Seed Testing Inc.,APC,8,8,103,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,70,PPG-KB 1131,Mountain View Seeds,APC,26,1,210,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,12,NK-1,Pennington Seed,APC,11,9,35,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,9,AKB3128,Pennington Seed,APC,10,9,26,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,2,A13-1,Landmark Turf & Native Seed,APC,6,9,4,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,6,RAD 553,Seeds Inc.,APC,10,6,17,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,62,DLFPS-340/3552,DLF Pickseed USA,APC,23,2,186,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,66,A12-34,Mountain View Seeds,APC,16,6,197,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,35,Orion (PST-K13-143),Pure Seed Testing Inc.,APC,13,6,104,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,77,Prosperity,Blue Mt. Seeds Inc.,APC,27,8,231,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,49,DLFPS-340/3364,DLF Pickseed USA,APC,3,9,145,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,20,BAR PP 71213,Barenbrug Research,APC,24,5,60,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,12,NK-1,Pennington Seed,APC,5,10,34,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,63,MVS-130,Mountain View Seeds,APC,20,4,189,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,52,DLFPS-340/3553,DLF Pickseed USA,APC,20,7,156,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,39,Comanche (NAI-14-176),Columbia River Seed,APC,4,10,115,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,35,Orion (PST-K13-143),Pure Seed Testing Inc.,APC,27,4,105,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,26,BAR PP 79494,Barenbrug Research,APC,1,2,76,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,17,1,239,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,53,DLFPS-340/3494,DLF Pickseed USA,APC,5,4,157,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,78,A06-8,Blue Mt. Seeds Inc.,APC,6,7,232,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,84,PST-11-7,DLF Pickseed USA,APC,23,7,252,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,48,Cloud (GO-2425),Grassland Oregon,APC,21,6,144,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,88,Midnight,Standard,APC,18,8,263,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,5,Blue Knight,Ledeboer Plant Breeding,APC,7,10,13,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,67,A11-26,Mountain View Seeds,APC,16,7,200,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,54,DLFPS-340/3500,DLF Pickseed USA,APC,15,7,161,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,48,Cloud (GO-2425),Grassland Oregon,APC,14,8,143,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,44,Blue Devil,Columbia Seeds,APC,14,4,131,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,APC,27,5,258,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,76,A16-17,Peak Plant Genetics,APC,21,1,228,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,18,J-2726,Jacklin Seed by Simplot,APC,27,7,54,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,30,Twilight (NAI-13-132),SiteOne Landscape Supply,APC,27,2,90,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,81,PST-K13-141,Pure Seed Testing Inc.,APC,2,5,241,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,22,BAR PP 79366,Barenbrug Research,APC,1,7,64,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,65,A16-7,Mountain View Seeds,APC,16,5,194,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,13,KH3492,Pennington Seed,APC,1,9,37,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,26,BAR PP 79494,Barenbrug Research,APC,12,6,77,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,54,DLFPS-340/3500,DLF Pickseed USA,APC,2,9,160,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,34,NAI-14-122,Columbia River Seed,APC,13,7,101,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,68,PPG-KB 1320,Mountain View Seeds,APC,26,8,204,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,21,BAR PP 7309V,Barenbrug Research,APC,12,1,62,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,3,77,Prosperity,Blue Mt. Seeds Inc.,APC,4,9,229,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,39,Comanche (NAI-14-176),Columbia River Seed,APC,13,2,116,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,53,DLFPS-340/3494,DLF Pickseed USA,APC,21,10,159,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,34,NAI-14-122,Columbia River Seed,APC,21,9,102,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,12,NK-1,Pennington Seed,APC,26,9,36,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,11,2,56,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,9,AKB3128,Pennington Seed,APC,24,2,27,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,65,A16-7,Mountain View Seeds,APC,19,10,195,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,43,Pivot,Columbia River Seed,APC,21,3,129,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,44,Blue Devil,Columbia Seeds,APC,9,5,130,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,11,AKB3241,Pennington Seed,APC,9,2,31,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,38,Amaze (NAI-14-133),Columbia River Seed,APC,13,3,113,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,79,Kenblue,Standard,APC,8,2,235,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,51,DLFPS-340/3556,DLF Pickseed USA,APC,1,1,151,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,5,Blue Knight,Ledeboer Plant Breeding,APC,10,5,14,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,50,DLFPS-340/3446,DLF Pickseed USA,APC,5,1,148,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,68,PPG-KB 1320,Mountain View Seeds,APC,3,1,202,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,37,NAI-14-132,Columbia River Seed,APC,13,4,110,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,63,MVS-130,Mountain View Seeds,APC,16,3,188,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,25,BAR PP 7236V,Barenbrug Research,APC,12,5,74,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,37,NAI-14-132,Columbia River Seed,APC,4,8,109,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,79,Kenblue,Standard,APC,25,8,237,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,50,DLFPS-340/3446,DLF Pickseed USA,APC,19,2,150,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,38,Amaze (NAI-14-133),Columbia River Seed,APC,9,7,112,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,37,NAI-14-132,Columbia River Seed,APC,26,3,111,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,66,A12-34,Mountain View Seeds,APC,2,1,196,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,79,Kenblue,Standard,APC,17,2,236,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,1,A11-40,Landmark Turf & Native Seed,APC,21,4,3,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,6,RAD 553,Seeds Inc.,APC,7,5,16,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,21,BAR PP 7309V,Barenbrug Research,APC,4,5,61,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,70,PPG-KB 1131,Mountain View Seeds,APC,5,9,208,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,50,DLFPS-340/3446,DLF Pickseed USA,APC,14,10,149,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,10,AKB3179,Pennington Seed,APC,10,10,29,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,10,AKB3179,Pennington Seed,APC,25,2,30,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,23,Barvette HGT®,Standard,APC,9,6,67,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,25,BAR PP 7236V,Barenbrug Research,APC,25,9,75,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,10,AKB3179,Pennington Seed,APC,3,2,28,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,52,DLFPS-340/3553,DLF Pickseed USA,APC,15,9,155,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,49,DLFPS-340/3364,DLF Pickseed USA,APC,14,9,146,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,36,NAI-14-128,Columbia River Seed,APC,8,4,106,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,11,AKB3241,Pennington Seed,APC,24,1,33,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,63,MVS-130,Mountain View Seeds,APC,6,4,187,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,2,85,PST-K15-167,Pure Seed Testing Inc.,APC,7,1,253,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,19,NuRush (J-3510),Jacklin Seed by Simplot,APC,6,5,55,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,52,DLFPS-340/3553,DLF Pickseed USA,APC,9,9,154,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,38,Amaze (NAI-14-133),Columbia River Seed,APC,21,7,114,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,88,Midnight,Standard,APC,22,3,264,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,36,NAI-14-128,Columbia River Seed,APC,13,5,107,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,70,PPG-KB 1131,Mountain View Seeds,APC,16,10,209,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,3,A99-2897,Turf Merchants Inc.,APC,10,3,8,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,78,A06-8,Blue Mt. Seeds Inc.,APC,17,3,233,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,2,68,PPG-KB 1320,Mountain View Seeds,APC,16,8,203,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,84,PST-11-7,DLF Pickseed USA,APC,7,8,250,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,11,AKB3241,Pennington Seed,APC,11,10,32,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,23,Barvette HGT®,Standard,APC,12,3,68,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,51,DLFPS-340/3556,DLF Pickseed USA,APC,23,10,153,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,89,PST-T14-39,Pure Seed Testing Inc.,APC,4,3,265,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,4,80,Paloma (PST-K13-139),Pure Seed Testing Inc.,APC,6,10,238,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,36,NAI-14-128,Columbia River Seed,APC,21,2,108,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,78,A06-8,Blue Mt. Seeds Inc.,APC,25,4,234,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,49,DLFPS-340/3364,DLF Pickseed USA,APC,25,5,147,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,51,DLFPS-340/3556,DLF Pickseed USA,APC,15,10,152,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,34,NAI-14-122,Columbia River Seed,APC,5,2,100,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,39,Comanche (NAI-14-176),Columbia River Seed,APC,24,4,117,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,72,Shamrock,Standard,APC,8,10,214,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,56,DLFPS-340/3549,DLF Pickseed USA,APC,15,5,167,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,4,Syrah (LTP-11-41),Lebanon Seaboard Corp.,APC,6,1,10,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,14,Yellowstone (A12-7),Landmark Turf & Native Seed,APC,11,7,41,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,8,32,Blue Gem (NAI-13-9),Columbia River Seed,APC,13,9,95,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,75,A15-6,Peak Plant Genetics,APC,17,6,224,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,6,5,Blue Knight,Ledeboer Plant Breeding,APC,23,5,15,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,7,62,DLFPS-340/3552,DLF Pickseed USA,APC,1,6,184,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
Turf Quality,9/22/20,5,56,DLFPS-340/3549,DLF Pickseed USA,APC,2,6,166,2020,Sep,APC-2020-09-22,19,11,3,"Stillwater, OK"
